newid,title,author,ptime,dtime,url,content
NRCJX52NC8-43,"Israeli man who battled Hamas in Gaza accused of impersonating soldier, stealing weapons",Greg Norman,"January 2, 2024 at 9:29 AM·2 min read",20240102,https://news.yahoo.com/israeli-man-battled-hamas-gaza-172933830.html,"An Israeli man who battled the Palestinian terrorist group Hamas inside the Gaza Strip is now being charged with posing as an Israeli soldier and stealing weapons from the country’s military.
Roi Yifrach, a 35-year-old from Tel Aviv, took advantage of the chaotic situation in the aftermath of Hamas’ Oct. 7 attack to join combat operations and steal large amounts of military gear, including weapons, munitions and sensitive communications equipment, The Associated Press reported, citing an indictment filed on Sunday.
Yifrach went to southern Israel and presented himself alternately as a combat soldier from elite anti-terrorism units, a bomb dispersal expert and a member of the Shin Bet internal security service, the indictment said.
He even appeared in an image alongside Prime Minister Benjamin Netanyahu during one of the Israeli leader’s visits to troops in the field, the AP added, citing Israeli media.
ISRAEL TO DEFEND ITSELF AGAINST GENOCIDE ACCUSATIONS FILED BY SOUTH AFRICA AT INTERNATIONAL COURT
Yifrach was arrested on Dec. 17, while four other people – including a police officer – were taken into custody in relation to the alleged weapon thefts.
READ ON THE FOX NEWS APP
However, Eitan Sabag, Yifrach’s lawyer, told Israel’s Channel 12 TV that Yifrach went down to the south to help as a paramedic with a first responder organization and fought bravely to defend Israel for more than two months.
HAMAS WAIVES ‘TOTALLY OFF BASE’ DEMAND FOR MONTHSLONG CEASE-FIRE IN ISRAELI HOSTAGE NEGOTIATION: REPORT
""He joined an elite combat unit inside Gaza and fought Hamas terrorists face-to-face, with IDF approval, with military equipment provided to him by the IDF,"" the lawyer was quoted by The Times of Israel as telling Channel 12. ""Absurdly, the State of Israel, which failed to protect its citizens, is now going after a citizen, my client, who volunteered for Israel.""
The indictment said Yifrach was in Gaza for several weeks and stole equipment including an assault rifle, 14 stun grenades, a drone, three detonators and other items, The Times of Israel also reported.
Authorities were tipped off and found the equipment in Yifrach’s house, his mother’s house and in his car, according to The Times of Israel.
The Associated Press contributed to this report.

Original article source: Israeli man who battled Hamas in Gaza accused of impersonating soldier, stealing weapons"
VXQYBM18JA-44,"Netanyahu Boxed In by Pressure Over War, Politics, Budget",Ethan Bronner,"January 3, 2024 at 4:15 PM·6 min read",20240102,https://news.yahoo.com/netanyahu-boxed-fierce-pressure-over-154034783.html,"(Bloomberg) -- When Israel’s Supreme Court late Monday struck down a judicial overhaul law of Prime Minister Benjamin Netanyahu, his Likud party assailed the justices for ruling during the war on Hamas, when national unity is paramount.
Most Read from Bloomberg
Islamic State Claims Responsibility for Deadly Iran Blasts
Business Insider Says Ackman’s Wife Plagiarized Doctoral Thesis
Just a Billion Doesn’t Cut It on This Exclusive Florida Island
Huawei Teardown Shows 5nm Chip Made in Taiwan, Not China
Chinese Stock Indicator With 100% Success Rate Is Flashing Buy
But the response to that backlash was telling: It was the overhaul that led to disunity and the war, a growing number of critics are saying. As chief military spokesman Daniel Hagari put it, the sense that Israel was divided and weakened over the court plan may have played a role in Hamas’ decision to attack in October.
The chorus of voices that’s seizing on the link between the war and the populist attempt to weaken the judiciary reflects a growing and intense set of constraints on Netanyahu — military, diplomatic, budgetary and judicial — as he begins his second year presiding over the most right-wing and religious coalition in Israel’s history.
Whether his government will survive 2024 is a renewed topic of debate that will now play out against the backdrop of Israel’s worst armed conflict in half a century.
“There is a real dissonance between his control of parliament and the strong mistrust by the public — and it’s a dissonance I don’t think can last,” said Amichai Cohen, a senior fellow at the Israel Democracy Institute, a liberal think tank.
Others argue that as long as he keeps his coalition partners happy with budgetary largesse, Netanyahu will remain in office. At the same time, critics that include the central bank are calling for fiscal adjustments such as spending cutbacks to get a grip on Israel’s growing debt burden.
Gaza, Economy
There are many factors at work as Netanyahu plots his way through the upheaval.
Hours before the high court’s ruling, the military said it was pulling thousands of troops from Gaza as it starts moving toward a more targeted phase of combat. It’s doing so, by all accounts, due to US pressure to reduce casualties and start planning for the day after in Gaza.
It also needs to return reservists to their day jobs, filling a void that’s paralyzed swathes of what had been one of the most dynamic high-tech economies in the world. Apart from its sheer human toll, the war will come at a price to the budget that the central bank estimates at around 210 billion shekels ($58 billion).
In addition, next week South Africa is taking Israel to the International Court of Justice in The Hague, accusing it of genocide in Gaza. Israel rejects this as a blood libel, a centuries-old antisemitic slur, and plans a vigorous defense, according to the prime minister’s office.
But officials say that’s another reason to downgrade the war just now — pictures of 2,000-pound bombs exploding over civilian areas won’t help Israel’s case.
Attack and Aftermath
The war began on Oct. 7 when several thousand Hamas operatives infiltrated Israel from Gaza, killing 1,200 and kidnapping another 240. More than 100 hostages remain in Gaza and freeing them is one of the war’s aims.
Israel’s counter-attack has killed more than 22,000 Palestinians, according to the Hamas-run Health Ministry in Gaza. Much of the enclave’s north has been reduced to rubble and the United Nations says disease and hunger are spreading.
Israel says it’s destroyed a great deal of Hamas military infrastructure and killed 8,000 militants. Hamas is designated a terrorist organization by the US and the European Union.
For many in Netanyahu’s coalition, this is no time to yield to international demands and reduce the war’s pace.
Danny Danon, a senior Likud lawmaker, spoke for others on Monday when he accused the prime minister of “bowing down in the face of American pressure.” The far-right coalition members are even more adamant and speak publicly about moving nearly all of Gaza’s 2.2 million inhabitants to other countries.
That isn’t the government’s policy — although what it plans to do with the hundreds of thousands of homeless remains unclear.
US Secretary of State Antony Blinken is due in Israel on Friday with the goal of helping the government move fully to its next and more targeted phase of the war. He will also listen to Israel’s emerging plan to use local Gazan leaders as temporary administrators for aid and rebuilding purposes.
Israel is intent on uprooting Hamas and not handing over the keys to the Palestinian Authority, which remains the US’s preferred route.
Government Reboot
As the war shifts in coming weeks, it’s widely expected that Benny Gantz, an opposition leader who joined the emergency war cabinet, will leave the government along with his close colleagues.
Since Netanyahu is widely held responsible for the security breach that led to the Oct. 7 attack, some argue that the clock will begin ticking for new elections. Gantz is leading all polls for prime minister.
“Within weeks of Gantz leaving, the public will start to protest and call for the government to go,” Cohen, the Israel Democracy Institute fellow, said.
The Israeli daily Yedioth Ahronoth points out that in none of the nearly 100 recent polls from March 16 has the governing coalition been projected to win a majority.
But Yoel Esteron, founder and publisher of the business daily Calcalist, says this lack of popularity only makes Netanyahu “more desperate and more dangerous.”
Grip on Power
“He’ll cling to his seat of power and do everything he can to avoid going to elections,” Esteron said.
Once Gantz leaves, the old coalition will move back in, with its 64-member majority of the 120-seat Knesset and three years still to go. Five of its members would have to bolt for the government to fall.
No one is counting on Netanyahu to leave voluntarily, as then Prime Minister Golda Meir did in 1974 after the intelligence failure that led to the 1973 Middle East war.
Netanyahu doesn’t blame himself for Oct. 7, saying the entire security establishment believed Hamas had been deterred and wouldn’t dare try to strike in the way it did.
Other factors could also interfere, notably tensions with Hezbollah in Lebanon.
Low-level fighting continues there, and one reason some brigades are leaving Gaza is to ready them to be moved north later this year if the Lebanon front explodes. US special envoy Amos Hochstein is due in Israel on Thursday to seek a diplomatic solution.
On Tuesday, a top Hamas official, Saleh Al-Arouri, was killed in an explosion in Beirut widely assumed to be an Israeli attack. This seems likely to complicate Hochstein’s mission.
Merav Michaeli, who leads the opposition Labor Party, told reporters on Tuesday that Netanyahu’s difficulties are “huge and dire.” She added, “That said, it doesn’t mean that his political abilities and his determination to stay in power can’t keep him prime minister.”
--With assistance from Gwen Ackerman.
(Adds killing of Hamas official in Beirut in 31st paragraph.)
Most Read from Bloomberg Businessweek
Why America’s Car Buyers Are Rethinking EVs
These Are the Five Potential Trouble Spots That Could Knock the Global Economy Off Course
AI Hallucinations Are a Boon to Creatives
Help, I Saw My Boss on a Dating Site
Is 2024 the Year US-China Tensions Finally Trip Up Apple?
©2024 Bloomberg L.P."
TLJ3XSAHPR-45,Russia launches dozens of Shahed drones on Ukraine again,Ukrainska Pravda,"January 2, 2024 at 7:38 AM·4 min read",20240102,https://news.yahoo.com/russians-launch-shahed-uavs-again-233805913.html,"Russia once again launched attack drones on Ukrainian territory on the evening of 1 January.
Source: Air Force of the Ukrainian Armed Forces
Details: At 21:43, the Air Force warned of the threat of attack drones in the east.
Quote: ""Donetsk and Dnipropetrovsk oblasts are under threat from attack UAVs!""
Update: At 21:54, a warning about the threat of drone attacks was also issued in Kharkiv Oblast.
At 22:28, the military reported that UAVs were moving in the southern part of Kharkiv Oblast, heading west, and in the northern part of Dnipro Oblast, changing course to Ukraine’s south (Dnipro).
At 22:54, it was reported that Shahed drones were moving in the western part of Dnipro Oblast, heading west/southwest, and in the eastern part of Dnipro Oblast, heading north.
At 23:31, some of the UAVs were moving northwest in Kherson Oblast; the UAVs spotted in the western part of Dnipropetrovsk Oblast were heading west; UAVs in the northern part of Zaporizhzhia Oblast were heading west/northwest; UAVs in the Pavlohrad district of Dnipropetrovsk Oblast were advancing northwest, and in the Pervomaiskyi district of Kharkiv Oblast – northwest.
At 23:48, it was reported that several dozen Russian attack drones entered Ukraine’s airspace, and that air-raid warnings may spread to other oblasts following the UAVs’ advance. Air defence systems were activated in response to the drone attack.
At 0:07, it was reported that the drones were advancing towards Kirovohrad and Poltava oblasts.
At 00:39, the Air Force reported that the attack UAVs were advancing across several Ukrainian oblasts:
UAVs in the Okhtyrka district of Sumy Oblast were advancing northwest;
Several clusters of drones in the Pavlohrad and Dnipro districts of Dnipropetrovsk Oblast were constantly changing their course;
Clusters of UAVs in several districts of Kirovohrad Oblast were moving west;
Clusters of UAVs in Mykolaiv Oblast were moving northwest;
A drone spotted to the south of Poltava was heading northwest.
The military urged residents of Kirovohrad Oblast to heed air-raid warnings and take shelter.
At 01:25, the military updated the information on the advance of Russian attack drones:
Several clusters of UAVs were spotted on the border of Mykolaiv and Kirovohrad oblasts and were heading northwest;
Clusters of UAVs in the Novoukrainka district of Kirovohrad Oblast were moving west;
UAVs seen on the border of Vinnytsia, Kyiv and Cherkasky oblasts were advancing west;
UAVs spotted on the border of Poltava and Chernihiv oblasts were moving west;
UAVs in the southern part of Poltava Oblast were heading west/northwest.
The majority of attack drones were in Kirovohrad Oblast at the time, and were heading west.
At 02:11, the Air Force updated the information on the advance of Russian attack UAVs:
UAVs in the eastern part of Mykolaiv Oblast were moving northwest;
UAVS in the Andrushivka and Ruzhyn districts of Zhytomyr Oblast were advancing west/northwest;
Several clusters of attack UAVs in the Uman district of Cherkasy Oblast were heading west/northwest;
Several UAVs in the eastern part of Cherkasy Oblast were constantly changing their course;
UAVs in the Pyriatyn district of Poltava Oblast were heading north/north-west.
At 02:24, an air-raid warning was issued in Kyiv.
The following update on the advance of Russian attack drones was issued:
A drone in the Obukhivskyi district was heading toward Kyiv;
A drone in the Makariv district of Kyiv Oblast was heading toward Kyiv;
Several clusters of UAVs in the Tetiiv district of Kyiv Oblast were advancing northwest;
Several UAVs were spotted in the eastern part of Cherkasy Oblast;
A UAV in the Bashtanka district of Mykolaiv Oblast was moving west.
At 03:01, the military reported that several UAVs in the Fastiv district of Kyiv Oblast had changed course and were moving toward Kyiv. Several UAVs were also spotted near Kyiv. Kyiv residents were asked to stay in shelters until an all-clear was issued.
At 03:08, the military said UAVs were moving toward Mykolaiv from the west.
At 03:30, the military updated the information on the advance of Russian attack UAVs:
UAVs in the Brovary district were moving toward Kyiv;
UAVs were also spotted in the Zolotonosha district of Cherkasy Oblast.
At 03:56, an all-clear was given in Kyiv.
At 04:28, an all-clear was issued in the rest of Ukrainian oblasts.
Background:
The Russians launched a record number of Shahed attack drones on Ukraine on the night of 31 December–1 January. Ukrainian air defence forces downed 87 out of 90 of them.
Ukrainian air defence forces shot down 9 out of 10 Russian drones during a Russian attack on the afternoon of Monday, 1 January.
Support UP or become our patron!"
3V2DB00S5M-46,Russia launches hypersonic missiles at Kiev in latest attack,DPA,"January 2, 2024 at 7:43 PM·1 min read",20240102,https://news.yahoo.com/russia-launches-hypersonic-missiles-kiev-114347969.html,"Russia used several Kinzhal hypersonic missiles to attack the Ukrainian capital Kiev on Tuesday as its residents were hit with a heavy barrage in the latest Russian onslaught, the Ukrainian air force said.
At least 16 people were injured in a tower block when a rocket caused a fire, Kiev Mayor Vitali Klitschko wrote on Telegram. Fifteen of these were hospitalized, he said. He reported numerous other victims from various missile hits, including an elderly woman who had died.
Loud explosions could be heard in the city of millions, according to reports from residents There were power outages in several neighbourhoods.
Civil infrastructure facilities were hit and a gas pipeline was damaged. Problems with the water supply were also reported.
Airstrikes were also reported in other parts of the country. According to initial reports from the authorities, one person was killed in the eastern Ukrainian city of Kharkiv and more than 20 people were injured.
Russia has intensified its bombardment of Ukraine over recent nights. Moscow's war against its neighbour has been going on for almost two years.
In Poland, the air strikes against neighbouring Ukraine have been closely monitored. Two F-16 fighter jets each from the Polish and US air forces have taken to the skies for safety reasons, commanders announced on the X social media platform.
Unlike Ukraine, Poland is a member of both NATO and the European Union.
According to the Polish General Staff, a Russian missile entered Polish airspace on Friday for three minutes before leaving it again in the direction of Ukraine."
BH7S2P0JWD-47,Russia repeats its most massive air attack on Ukraine,Ukrainska Pravda,"January 2, 2024 at 4:37 PM·1 min read",20240102,https://news.yahoo.com/russia-repeats-most-massive-air-083736836.html,"Russia’s air attack on the night of 1-2 January was as massive as the one on 29 December, in terms of the types of weapons launched by the terrorist state on Ukraine.
Source: Lieutenant General Mykola Oleshchuk, Ukraine's Air Force Commander, on Telegram
Quote: ""Tonight, the enemy actually repeated the attack of 29 December, both in terms of missile types and the quantity of air attack means.
The results of the combat work, as seen daily in our infographics, are hard-earned. They are achieved through the persistent efforts of thousands of defenders of the sky from all branches of the Ukrainian Armed Forces, who tirelessly defend the country without rest.
Thank you all for defending the state, and for your bravery and heroism.""
Details: The Ukrainian Air Force promised to share information about the results of the air defence efforts soon.
Background:
On the night of 1-2 January, Russia launched a massive air attack using a variety of weapons, including cruise missiles and Kinzhal hypersonic missiles. The Ukrainian air defence system was responding very effectively.
Missile debris crashed in Kyiv's Pecherskyi, Obolonskyi, Holosiivskyi and Sviatoshynskyi districts. Preliminary reports indicated that missile debris hit a civilian infrastructure facility in the Podilskyi district, and there are interruptions in electricity and water supply in the city. 20 people had been reported injured.
In Kharkiv, the Russians targeted residential buildings, killing one person and injuring more than 40.
Support UP or become our patron!"
C0QATWQPER-48,Russia spent about US$620 million on attack on 2 January – Forbes,Ukrainska Pravda,"January 2, 2024 at 9:13 PM·2 min read",20240102,https://news.yahoo.com/russia-spent-us-620-million-131327526.html,"A large-scale missile attack on Ukraine on 2 January cost Russia about US$620 million.
Source: Forbes’ calculations based on data from the Air Force of the Armed Forces of Ukraine.
According to preliminary data, overnight and on the morning of 2 January, Russian troops used 99 missiles and attack drones of various types against Ukraine:
In the first wave, Russian attacked with Shahed-136/131 UAVs – all 35 of them were destroyed;
In the morning, Russia used strategic aircraft Tu-95MS bombers, which launched at least 70 Kh-101/Kh-555/Kh-55 cruise missiles;
Russia also launched 10 Kh-47M2 Kinzhal aerobic missiles from MiG-31K fighters;
3 Kalibr cruise missiles;
12 Iskander-M/S-300/S-400 missiles;
4 Kh-31P anti-radar missiles.
Valerii Zaluzhnyi, Commander-in-Chief of the Armed Forces of Ukraine, said that the Ukrainian defenders destroyed 10 out of 10 KH-47M2 Kinzhal aerobic missiles, 59 out of 70 Kh-101/Kh-555/Kh-55 cruise missiles and 3 out of 3 Kalibr cruise missiles.
""Given that the exact distribution of missiles by type remains unknown, Forbes estimates their value at around US$620 million,"" the newspaper writes.
The following estimates were used for the calculation: the cost of one Kh-101 missile – US$13 million, Kalibr – US$6.5 million, Iskander – US$3 million, Onix – US$1.25 million, Kh-22 – US$1 million, Tochka system – US$0.3 million, Kh-55 – US$2 million, Kh-555 – US$4 million, Kh-47 Kinzhal – US$15 million, Shahed-136 – US$50,000.
Background:
According to Ukrenergo, as a result of the attack on 2 January, more than 250,000 consumers were left without electricity after the attack.
In Kyiv's Podilskyi district, the gas pipe and water supply lines were damaged.
Internet service is disrupted in Kyiv after a rocket attack. There was also a power outage on some electric transport routes.
At noon, water supply was restored in all districts of Kyiv.
Ukrenergo has restored the operation of trunk power grid equipment in Kyiv Oblast.
Power engineers in Kyiv supplied electricity to some residents of four districts.
Support UP or become our patron!"
NW92SCBEQX-49,Russian attack on Kyiv kills 2 Ukrainians and injures 49,Ukrainska Pravda,"January 2, 2024 at 7:05 PM·1 min read",20240102,https://news.yahoo.com/russian-attack-kyiv-kills-2-110528546.html,"The death toll in Solomianskyi district has risen to 2 people, with another 49 people injured, as a result of an overnight and morning Russian strike on Kyiv on 2 January.
Source: Vitali Klitschko, the mayor of Kyiv, on Telegram; Prosecutor General’s Office of Ukraine; State Emergency Service of Ukraine.
Quote: ""The number of casualties from the enemy shelling of the capital has increased. Currently, there are reports that two people have been killed and 43 injured. Among them, a 2-year-old boy and his parents have been taken to hospital, having received injuries due to a missile wreckage hitting their apartment in the Solomianskyi district.""
Details: Klitschko stated that the number of victims had increased to 49 people.
Quote from Klitschko: ""The number of casualties in the building in the Solomianskyi district has increased to 49, with two fatalities already reported. Forty-three people have been taken to hospital. All emergency services are actively working at the scene.""
Background:
On 2 January, the Russians launched a large missile attack on Kyiv. The Prosecutor General’s Office reported that debris from munitions had been found in the Holosiivskyi, Darnytskyi, Desnianskyi, Obolonskyi, Pecherskyi, Podilskyi, Solomianskyi, Sviatoshynskyi and Shevchenkivskyi districts of the capital.
The attack has damaged residential high-rise buildings, warehouses, a supermarket, a market, a car service station, private homes and vehicles. Windows have been smashed in residential buildings and buildings adjacent to the places where the debris fell.
Support UP or become our patron!"
SE59INL71P-50,Russian missile fragments injure rescued lioness at Ukrainian animal rescue center,The New Voice of Ukraine,"January 2, 2024 at 11:10 PM·1 min read",20240102,https://news.yahoo.com/russian-missile-fragments-injure-rescued-151000693.html,"Fragments from a Russian missile fired at Kyiv landed a mere 300 meters from the Help Animals of Ukraine (HAU) wild animal rescue center, injuring Yuna, a lioness recently rehabilitated, the organization said on Facebook on Jan. 2.
Read also:  Russian occupiers pillage Askania-Nova Nature Reserve, committing ecocide
The impact of the missile fragments resulted in a concussion for Yuna, leading to a loss of coordination. Video footage shows the lioness struggling to get up, prompting vets to swiftly prescribe treatment.
Natalya Popova, head of HAU, revealed to NV's sister publication Ukrainska Pravda.Zhyttia (Life) that the two-year-old African lioness was the only animal outdoors during the attack. The bright flash, fire, and smoke from the missile could have caused Yuna's concussion, as surveillance camera records indicate she wasn't directly hit. No trees separated the field where the fragments fell from Yuna's enclosure.
Yuna was rescued from Kyiv Oblast, where she lived in a small enclosure with a male lion that bullied her, Popova said. The living conditions were stressful, and the animals suffered frostbite from living on concrete during Ukrainian winters, conditions not suitable for African lions.
Read also:  Photos offer glimpse of recovery progress for four endangered felines saved from Donbas
Recently completing a rehabilitation course in preparation for transportation to Europe, Yuna now faces renewed medical efforts to restore her to her proper state of health.
We’re bringing the voice of Ukraine to the world. Support us with a one-time donation, or become a Patron!
Read the original article on  The New Voice of Ukraine"
TUZLP1JNNT-51,Russian oil tankers bound for India are turning around amid scuffle over payments to Moscow,Jennifer Sor,"January 3, 2024 at 6:40 AM·2 min read",20240102,https://finance.yahoo.com/news/russian-oil-tankers-bound-india-224018330.html,"Russian oil tankers are turning away from India amid disagreements over payment.
The tankers had been hovering near the shores of India and Sri Lanka for about a month.
India is paying for Russian oil in UAE currency, but one major supplier has been unable to accept payment.
Russian oil ships drifting near India's shores have begun to turn away amid unresolved payment disputes between the two countries.
According to ship-tracking data compiled by Bloomberg, five oil tankers carrying Sokol oil, which have been idling close to India and Sri Lanka for about a month, are now headed eastward toward the Malacca Straight.
Another Russian ship — the NS Century — is still drifting near the shores of Sri Lanka. The tanker has been idling for over a month as Indian officials mull over whether to let the ship unload its cargo, Bloomberg previously reported.
The turnaround comes as Indian refiners are paying for oil with Russia in dirhams, the currency of the United Arab Emirates, people familiar with the matter told Reuters last week. But a unit of Rosneft, one of Russia's state-run oil giants, hasn't been able to open a bank account in the UAE, meaning it's unable to accept payment, sources added.
As of October, India had at least seven oil shipments from Russia that hadn't been paid, Reuters originally reported.
India is also under pressure to remain on good terms with the US, which sanctioned the NS Century late in 2023 for trading oil with Russia above the $60 per barrel price cap. Those restrictions are part of the West's attempt to ramp up pressure on Russia's energy revenue that it is using to fund its war against Ukraine.
India has become one of Russia's largest oil customers since the invasion of Ukraine began in 2022. Russia now exports nearly all of its oil to China and India, Russia's deputy prime minister said last week – though shipments to India have recently stalled on payment issues. Russian oil exports in India cratered in December, with Indian refiners receiving no Sokol crude that month at all, according to Kpler data cited by Bloomberg.
Read the original article on Business Insider"
ZM2GGWR61A-52,Russians fail to pose critical threat to Ukrainian energy system during 2 January attack,Ukrainska Pravda,"January 2, 2024 at 11:54 PM·2 min read",20240102,https://news.yahoo.com/russians-fail-pose-critical-threat-155419062.html,"The 2 January Russian attack has failed to pose a critical threat to Ukraine's power system, regardless of some damage to the grid and the challenges it has caused.
Source: Volodymyr Kudrytskyi, CEO of Ukrenergo, Ukraine’s national energy company, commenting on the aftermath of the attack during the national joint 24/7 newscast
Details: ""We have promptly fixed the operation of the necessary equipment, within just a few hours, and most consumers in Kyiv and the surrounding areas have uninterrupted power supply. The city's water supply systems have also been resumed,"" said Kudrytskyi.
The official noted that a range of Ukrenergo and regional power distribution companies' facilities in Kyiv Oblast had been hit, resulting in some interruptions in power supply.
However, the Ukrenergo CEO stressed that this attack had failed to pose a critical threat to the operation of the power system regardless of the damage and challenges.
""I have recently visited one of the affected power facilities myself. The equipment is already in operation, and I think that if any of the consumers in Kyiv Oblast and the city of Kyiv still do not have the power supply, it will be a matter of just a few hours before it is resumed,"" Kudrytskyi explained.
The official added that the issue of introducing a state of emergency or a special state in the power system is not even being considered.
""The power system as a whole operates sustainably. Today, we have been dealing with the local aftermath of the strikes since the morning,"" said the Ukrenergo CEO.
Background:
Before noon, Ukrenergo announced that the trunk power grid equipment in Kyiv Oblast had been restored.
Immediately after the 2 January Russian missile attack, over 250,000 consumers lost power.
Earlier, in summer and autumn 2023, the energy sector and the authorities repeatedly reported that the Ukrainian power system was being protected in a way that was unique in the world.
At the same time, Russia spent about US$620 million on the 2 January large-scale attack.
Support UP or become our patron!"
P387V4B2QG-53,Senior Hamas leader killed in reported Israeli attack in Beirut,Brad Dress,"January 3, 2024 at 1:11 AM·2 min read",20240102,https://news.yahoo.com/senior-hamas-leader-killed-reported-171152493.html,"Israel on Tuesday bombed a building in Beirut and killed a top Hamas official, according to Lebanese news channels.
The alleged assassination killed Saleh al-Arouri, who was the deputy chief of the political bureau for Hamas in Beirut, the capital of Lebanon.
Lebanese state media reported four people were killed in a drone strike in southern Beirut.
The reported bombing would mark the boldest attack in Lebanon yet from Israel, which has traded fire with Lebanese militant and political group Hezbollah since war broke out with Hamas in early October.
The tit-for-tat strikes between Israel and Hezbollah have been deadly, but have largely taken place over the border in skirmishes and artillery fire.
But Israel says it is fighting a multi-arena war against Iranian-backed enemies. Both Hezbollah and Hamas are supported by Iran.
Israeli soldiers also carried out a strike in Syria in late December that killed a top Iranian general.
Palestinian militants have vowed to avenge al-Arouri’s death. Hamas official Izzat Al-Rishq called the alleged bombing a “cowardly assassination” that “will not succeed in breaking the will and resilience of our people, or in undermining the continuity of its valiant resistance.”
“They prove once again the utter failure of this enemy in achieving any of its aggressive objectives in the Gaza Strip,” he said in a statement shared on an Iranian-backed Telegram channel.
Israel has not publicly commented on the alleged strike, which killed the highest-ranking Hamas official since the war began nearly three months ago.
al-Arouri joined the politburo, or main decision-making body of Hamas, in 2010. He was appointed to be deputy chairman of the body in October 2017 and was the leader of the Hamas movement in the West Bank, according to the European Council on Foreign Relations. He was also a founder of Qassam Brigades, the military wing of Hamas.
He was involved in several high-level discussions in recent years, including the release of Israeli soldier Gilad Shalit in 2011 in return for more than a thousand Palestinian prisoners.
Israel has vowed to completely destroy Hamas in retaliation for a deadly Oct. 7 attack that killed more than 1,200 people. Some 240 hostages were also taken by Hamas fighters, with 129 still left in the Gaza strip.
Israeli Prime Minister Benjamin Netanyahu has said the mission includes not just dismantling the military infrastructure of Hamas, but also taking out is top leaders, including Yahya Sinwar, the top Hamas leader in Gaza, and Mohammed Deif, the head of the group’s military wing.
Updated 1:01 p.m. Jan. 2.
For the latest news, weather, sports, and streaming video, head to The Hill."
